genes	Symbol	logFC	logCPM	LR	PValue	FDR	threshold
ATG2A	ENSG00000110046	ATG2A	2.58712027710125	7.87866670374673	74.3626897353764	6.50060570823559e-18	3.52890024161361e-16	TRUE
NDRG1	ENSG00000104419	NDRG1	2.27730508133966	8.15622179680693	74.219478442565	6.98972002241605e-18	3.7751584283506e-16	TRUE
PIK3R5	ENSG00000141506	PIK3R5	2.46274848027104	8.94702952494786	74.1818611880488	7.12419116620569e-18	3.82835323274891e-16	TRUE
MAP3K8	ENSG00000107968	MAP3K8	2.17599884203431	7.28945273727013	74.1631980636108	7.19186399466287e-18	3.84159842677336e-16	TRUE
ARHGAP26	ENSG00000145819	ARHGAP26	2.20329493303302	8.39789472521892	74.1552032602875	7.22104967438601e-18	3.84159842677336e-16	TRUE
ATP13A3	ENSG00000133657	ATP13A3	2.17210351205532	8.57865510584149	74.0155684569409	7.75033635847201e-18	4.10266561463394e-16	TRUE
SLC39A8	ENSG00000138821	SLC39A8	2.02295428303156	7.5539267279641	73.7515324324904	8.85954766482155e-18	4.66661322543075e-16	TRUE
TECPR2	ENSG00000196663	TECPR2	2.39719921728066	7.4257248543592	73.6857312681717	9.15986308162248e-18	4.80103168416075e-16	TRUE
SH3BP2	ENSG00000087266	SH3BP2	2.28387926958205	8.69077416003832	73.6540194364991	9.30821081917273e-18	4.85487074098028e-16	TRUE
ITGAX	ENSG00000140678	ITGAX	2.74690182361038	9.81887184091627	73.5640222718754	9.74243623667577e-18	5.05656202723074e-16	TRUE
N4BP1	ENSG00000102921	N4BP1	2.17623514212129	7.95230769175188	73.5033284271696	1.00466605968185e-17	5.18914896845384e-16	TRUE
JUNB	ENSG00000171223	JUNB	2.46650752861083	9.18479588405031	73.4660976989369	1.02379614234343e-17	5.26241108914689e-16	TRUE
NOD2	ENSG00000167207	NOD2	2.09749635016715	7.40707724095679	73.3986027216611	1.05941063352288e-17	5.41929285609783e-16	TRUE
NCF1C	ENSG00000165178	NCF1C	2.44307164727108	7.52960393877786	73.2874426162356	1.12078712401688e-17	5.70582535863139e-16	TRUE
RILPL2	ENSG00000150977	RILPL2	2.45627186452445	7.63874063717452	73.2296472589307	1.15409128501517e-17	5.84739584407687e-16	TRUE
KLF10	ENSG00000155090	KLF10	1.96112691855286	7.35747361644314	73.0775933283547	1.24651650649122e-17	6.28575148296993e-16	TRUE
MOB3A	ENSG00000172081	MOB3A	2.16025910649821	8.00802603734086	72.976121828117	1.31227927428626e-17	6.58615635773859e-16	TRUE
SPI1	ENSG00000066336	SPI1	2.19354978685547	8.3884471090315	72.9668258186551	1.31847477279691e-17	6.58618384157704e-16	TRUE
PNRC1	ENSG00000146278	PNRC1	2.29271952722307	8.81818119701874	72.8926494774153	1.36897082450323e-17	6.80647176295065e-16	TRUE
RALB	ENSG00000144118	RALB	1.84068723429153	7.18200709020427	72.4245682570514	1.73539983836725e-17	8.5882112931291e-16	TRUE
LILRA6	ENSG00000244482	LILRA6	2.21220829894998	7.24001476822451	72.3820273893392	1.77321529035231e-17	8.73472717099473e-16	TRUE
STAT3	ENSG00000168610	STAT3	2.25847501063565	8.81148007062816	72.3606880860383	1.79249357566065e-17	8.78900075807805e-16	TRUE
KCNJ2	ENSG00000123700	KCNJ2	2.2732701660995	7.25047611198355	72.1820972511445	1.96227917731928e-17	9.57736259021888e-16	TRUE
PRKCD	ENSG00000163932	PRKCD	2.22578701268355	7.40283683105948	71.8250603086005	2.35146820254108e-17	1.1424484783122e-15	TRUE
MTF1	ENSG00000188786	MTF1	2.01913249096176	7.35071300808956	71.7302496930556	2.46721113336723e-17	1.19323302086488e-15	TRUE
VNN3	ENSG00000093134	VNN3	2.68426938640322	7.21298040382901	71.6679760596852	2.54631739905492e-17	1.22591932696581e-15	TRUE
CYTH4	ENSG00000100055	CYTH4	2.36108627092676	8.85891509092247	71.5299819031066	2.7307701793745e-17	1.30880156344796e-15	TRUE
CXCR2	ENSG00000180871	CXCR2	2.49692475450733	7.23885198343097	71.506036136339	2.76411247034705e-17	1.31884110692792e-15	TRUE
VDR	ENSG00000111424	VDR	1.89482839265325	6.96740715380332	71.3797889660126	2.94675207512241e-17	1.39902595083226e-15	TRUE
VSIR	ENSG00000107738	VSIR	2.13424532172058	8.51510248996984	71.3719607679797	2.95846653136522e-17	1.39902595083226e-15	TRUE
ZNF117	ENSG00000152926	ZNF117	1.92252309732128	6.99897330751469	71.3019687323258	3.06529797568889e-17	1.44313143634203e-15	TRUE
PGK1	ENSG00000102144	PGK1	2.361730045178	9.58837266083195	71.221745695612	3.19250024649985e-17	1.49639659131094e-15	TRUE
SEMA4A	ENSG00000196189	SEMA4A	1.91888436289431	7.42831446848912	70.8758172580925	3.80432623583292e-17	1.7753522433887e-15	TRUE
KLF6	ENSG00000067082	KLF6	1.99800194905098	8.0016817113494	70.8377126193614	3.87851753956853e-17	1.80207103148511e-15	TRUE
WSB1	ENSG00000109046	WSB1	2.22685312047483	8.87153163136056	70.5945603663331	4.38725102912541e-17	2.02958047608236e-15	TRUE
NCF4	ENSG00000100365	NCF4	1.94895179979119	7.7099193551274	70.4189599761043	4.79567878843614e-17	2.20891871467361e-15	TRUE
BEST1	ENSG00000167995	BEST1	2.16203773773036	7.24409934086403	70.4024136566142	4.83607187870566e-17	2.21792262023398e-15	TRUE
SEC14L1	ENSG00000129657	SEC14L1	2.27056314060133	8.22552044589209	70.3604570496707	4.94002919487642e-17	2.25587599285344e-15	TRUE
MEFV	ENSG00000103313	MEFV	2.14695378416235	7.15073450293513	70.3096363894325	5.0689476713685e-17	2.30485483860517e-15	TRUE
RNF144B	ENSG00000137393	RNF144B	2.11987255392059	7.89020172813764	70.0544175377818	5.76907906123485e-17	2.61204260474633e-15	TRUE
TRIB1	ENSG00000173334	TRIB1	2.03058942987079	8.04377112425601	69.9896507567584	5.96164214231242e-17	2.68779120314424e-15	TRUE
IL2RG	ENSG00000147168	IL2RG	2.14020519342903	7.92063641403616	69.9562038612931	6.06358996603211e-17	2.72221929276716e-15	TRUE
BAZ1A	ENSG00000198604	BAZ1A	1.94859861130649	7.83740354400674	69.9160355282035	6.18833267961338e-17	2.76654872735657e-15	TRUE
ZMIZ1	ENSG00000108175	ZMIZ1	2.08655679916517	8.14919767984598	69.8497760498016	6.39973651446426e-17	2.84908772024685e-15	TRUE
SNORD17	ENSG00000212232	SNORD17	1.99476441089792	7.51357283752156	69.7864808798247	6.60842631523317e-17	2.92973566642004e-15	TRUE
WTAP	ENSG00000146457	WTAP	2.05866445189155	7.95586718288917	69.6751975267053	6.99197998691425e-17	3.08691564567501e-15	TRUE
PXN	ENSG00000089159	PXN	1.94905122320375	7.48139714747049	69.6025468760135	7.25431685298497e-17	3.18950129403967e-15	TRUE
SPAG9	ENSG00000008294	SPAG9	2.12443321171498	8.22814568449305	69.5787221958186	7.34247249344176e-17	3.21497561029713e-15	TRUE
CD53	ENSG00000143119	CD53	2.34916541026992	9.46538864528723	69.5331715746331	7.51401230963772e-17	3.27660208912071e-15	TRUE
SKIL	ENSG00000136603	SKIL	1.85298232876271	7.92367429102117	69.5089959473916	7.60667837963306e-17	3.30347175344064e-15	TRUE
MEGF9	ENSG00000106780	MEGF9	1.96704587309238	7.63723539112577	69.3436200674479	8.27197654215938e-17	3.57779798408845e-15	TRUE
SLC11A2	ENSG00000110911	SLC11A2	2.02467490652167	7.83066793524804	69.3134862218326	8.39932941633161e-17	3.61817267165054e-15	TRUE
SQSTM1	ENSG00000161011	SQSTM1	2.63504592186227	9.56500880185873	69.286928660966	8.51319315131509e-17	3.65243448104809e-15	TRUE
MCEMP1	ENSG00000183019	MCEMP1	2.419135807091	7.03083401127616	69.2521754464622	8.66453093579319e-17	3.70243410268432e-15	TRUE
ITPRIP	ENSG00000148841	ITPRIP	2.04797617694643	7.3924174560452	69.1686219897027	9.03948166252562e-17	3.8472033955709e-15	TRUE
MAPK13	ENSG00000156711	MAPK13	2.62346596483766	7.87767614325768	69.0884620634043	9.41445158411336e-17	3.99082728505841e-15	TRUE
NOTCH1	ENSG00000148400	NOTCH1	2.01074974723778	7.90014942566185	68.9021664572235	1.03471095288289e-16	4.36877957883887e-15	TRUE
FLNA	ENSG00000196924	FLNA	2.86094703886364	11.1160399080714	68.7851584088627	1.09795887128636e-16	4.61750292114107e-15	TRUE
CD82	ENSG00000085117	CD82	2.3690752079161	7.71582675994495	68.7233505172999	1.1329151619268e-16	4.74575485153587e-15	TRUE
CD300A	ENSG00000167851	CD300A	2.08407509511131	7.83042326176154	68.2705067755526	1.42536998242617e-16	5.94742612275074e-15	TRUE
EHBP1L1	ENSG00000173442	EHBP1L1	2.16178428541003	8.6297560298947	68.2282000750116	1.45628144101339e-16	6.05266973921191e-15	TRUE
NUP58	ENSG00000139496	NUP58	1.8590361478643	7.44006825791542	68.2108704570207	1.46913614896276e-16	6.08233798636721e-15	TRUE
PLAU	ENSG00000122861	PLAU	2.83966065771264	8.404635762387	68.151636296072	1.5139379125406e-16	6.24352689512869e-15	TRUE
TIMP1	ENSG00000102265	TIMP1	2.19772870586219	8.04988943120842	68.1235212491942	1.53567853512789e-16	6.30873344160646e-15	TRUE
PDLIM7	ENSG00000196923	PDLIM7	2.33477723210376	7.11906576380754	68.0445979328786	1.59839130768637e-16	6.54110904376269e-15	TRUE
LILRB1	ENSG00000104972	LILRB1	1.95018089845063	7.97445592846184	68.0248480107108	1.61448143866052e-16	6.58164080741299e-15	TRUE
ETS2	ENSG00000157557	ETS2	2.05066785230357	8.11246389879051	67.7711537019461	1.8361625199657e-16	7.45678214215077e-15	TRUE
ALOX5	ENSG00000012779	ALOX5	1.95282732415862	8.004090906969	67.4652023292185	2.14438628876922e-16	8.67538787547699e-15	TRUE
BASP1	ENSG00000176788	BASP1	2.45480668372048	7.92816618753596	67.4354271728407	2.17701699770133e-16	8.77403820285689e-15	TRUE
SUSD6	ENSG00000100647	SUSD6	2.17739154895271	8.47178065642548	67.3527158423602	2.27029074570337e-16	9.11464107811152e-15	TRUE
IL4R	ENSG00000077238	IL4R	1.92552550587367	7.96765161705899	67.3454610491742	2.27866026952788e-16	9.11464107811152e-15	TRUE
SNX20	ENSG00000167208	SNX20	1.58895055101464	7.4726694626037	67.3062703636713	2.32440943001655e-16	9.26281510688243e-15	TRUE
NFAT5	ENSG00000102908	NFAT5	1.86273139334229	8.01576316863268	67.2965617187242	2.33588410036188e-16	9.27380851785465e-15	TRUE
ZNF316	ENSG00000205903	ZNF316	2.72447376842505	7.49976861714817	67.0887535955629	2.5955486972054e-16	1.02383539983638e-14	TRUE
EML4	ENSG00000143924	EML4	1.87542765718558	8.21406695432959	67.0868329973595	2.59807855221638e-16	1.02383539983638e-14	TRUE
ARHGAP27	ENSG00000159314	ARHGAP27	1.83281639775233	7.81389756700599	67.036309288861	2.66552284063204e-16	1.0465373809714e-14	TRUE
TUT7	ENSG00000083223	TUT7	1.93581921751346	7.93096839619428	66.9636301533456	2.76562618155421e-16	1.08184788866679e-14	TRUE
USP32	ENSG00000170832	USP32	1.87831061501678	7.77352374636759	66.8101374480446	2.98956783876979e-16	1.16516490126412e-14	TRUE
CCR1	ENSG00000163823	CCR1	2.13282473390088	8.53187917742899	66.4423176668411	3.60283780275476e-16	1.39905818325951e-14	TRUE
CCNL1	ENSG00000163660	CCNL1	2.11474627347552	8.50595193670068	66.3823085606067	3.71420804276734e-16	1.43706085727434e-14	TRUE
CEACAM3	ENSG00000170956	CEACAM3	2.48845232187982	7.0681423106183	66.3545765200441	3.76683284563219e-16	1.45214135788139e-14	TRUE
SECTM1	ENSG00000141574	SECTM1	1.80812078530846	7.00659576215481	66.2819155332835	3.90828035763607e-16	1.50120936428151e-14	TRUE
CD274	ENSG00000120217	CD274	2.16890384590216	6.94409402782104	66.2748410861826	3.92233273750243e-16	1.50120936428151e-14	TRUE
SDCBP	ENSG00000137575	SDCBP	2.07912914627855	8.71773261748263	66.1739153687279	4.1284002142258e-16	1.57441499209185e-14	TRUE
ACSL5	ENSG00000197142	ACSL5	1.74172796983261	7.35589326821991	66.1276808441433	4.22638431058473e-16	1.6060260380222e-14	TRUE
SLC11A1	ENSG00000018280	SLC11A1	2.47959408350949	9.58507132251769	66.047002343985	4.40296987940027e-16	1.66717436002914e-14	TRUE
CCRL2	ENSG00000121797	CCRL2	2.49897775517601	7.51957368184181	65.948407296771	4.62882325025643e-16	1.74647799229533e-14	TRUE
MGAM	ENSG00000257335	MGAM	2.48598189891267	7.32412153051326	65.8709809639164	4.81428050934519e-16	1.81003337877855e-14	TRUE
IRF1	ENSG00000125347	IRF1	2.23219112898005	8.56914256082892	65.7529121499282	5.11149864413251e-16	1.91501216808345e-14	TRUE
GCA	ENSG00000115271	GCA	1.93002999393403	7.30970846129457	65.6198933381046	5.46839885325e-16	2.04153557188e-14	TRUE
VCAN	ENSG00000038427	VCAN	2.54222685306617	10.5331957360288	65.5935103518559	5.54209569345672e-16	2.06181462162166e-14	TRUE
KREMEN1	ENSG00000183762	KREMEN1	2.52250533041433	7.00046468094632	65.5827627413711	5.57240157955772e-16	2.06586595144579e-14	TRUE
C4orf3	ENSG00000164096	C4orf3	1.54668638818297	7.02010967024556	65.5430428465044	5.68584856985029e-16	2.09341988287195e-14	TRUE
TMEM127	ENSG00000135956	TMEM127	1.8872673282756	7.882265757447	65.5378555391089	5.70083401872326e-16	2.09341988287195e-14	TRUE
FBRS	ENSG00000156860	FBRS	2.05638342400495	7.61154673882111	65.5361569226817	5.70574968076002e-16	2.09341988287195e-14	TRUE
TAP1	ENSG00000168394	TAP1	2.19977613943426	8.39285578754719	65.5160705427961	5.76420063520032e-16	2.10759775802514e-14	TRUE
ANTXR2	ENSG00000163297	ANTXR2	1.73938037116535	7.38734691162759	65.5056413465415	5.79478525989129e-16	2.11152449196039e-14	TRUE
QPCT	ENSG00000115828	QPCT	2.40918643785057	7.01004740967024	65.496777609575	5.82090661572517e-16	2.11380363110293e-14	TRUE
FCGR2A	ENSG00000143226	FCGR2A	2.27101651015189	9.38490348665164	65.4010290187497	6.1106978614109e-16	2.21149065460585e-14	TRUE
MTMR3	ENSG00000100330	MTMR3	2.08114195353792	8.21720260473204	65.29435480799	6.45058635766354e-16	2.32658436764543e-14	TRUE
LDHA	ENSG00000134333	LDHA	2.14839827723733	9.02572398874016	65.1830583434442	6.82537931392524e-16	2.45344715878934e-14	TRUE
RELB	ENSG00000104856	RELB	1.79442315319756	6.89129636738651	65.0239215038897	7.39943444908225e-16	2.65084116290354e-14	TRUE
MGAT1	ENSG00000131446	MGAT1	2.08270304068261	9.00943707335654	64.974715929328	7.58652788283573e-16	2.70874686823397e-14	TRUE
IFITM3	ENSG00000142089	IFITM3	2.21378981568108	8.12269423084202	64.9521526351397	7.67389538962458e-16	2.73046221823088e-14	TRUE
IFNAR1	ENSG00000142166	IFNAR1	1.53862096416326	7.48393620783684	64.9458007437426	7.6986716679442e-16	2.73046221823088e-14	TRUE
SERPINB1	ENSG00000021355	SERPINB1	1.82403743908271	7.74579996709572	64.8634134293764	8.02737792399785e-16	2.83758475452947e-14	TRUE
NEDD9	ENSG00000111859	NEDD9	1.96902317029735	7.68140749844457	64.8232233695309	8.19278571275458e-16	2.8864649001228e-14	TRUE
RNF13	ENSG00000082996	RNF13	1.81101758156831	7.77341942399877	64.4380405919832	9.96161749746682e-16	3.49663328658511e-14	TRUE
CHD2	ENSG00000173575	CHD2	2.03064663267214	8.83190823474922	64.4323597025082	9.99038081881461e-16	3.49663328658511e-14	TRUE
FOSL2	ENSG00000075426	FOSL2	2.52683783430352	9.46423904709114	64.4034574510028	1.01380096614799e-15	3.53666959993923e-14	TRUE
NABP1	ENSG00000173559	NABP1	2.11843671897731	9.061740785257	64.2610092804854	1.08981265127642e-15	3.78941392469972e-14	TRUE
EVI2B	ENSG00000185862	EVI2B	1.8818546943544	7.82396971034056	64.2054396254505	1.12098825353907e-15	3.88511889825919e-14	TRUE
RNF19B	ENSG00000116514	RNF19B	1.83905913943792	7.31093956778524	64.1773330959901	1.13709471574475e-15	3.92814538166369e-14	TRUE
TET2	ENSG00000168769	TET2	1.93346842585964	8.59400685866593	64.1506755965656	1.15258468478248e-15	3.96877056507624e-14	TRUE
TOM1	ENSG00000100284	TOM1	2.34298655417287	8.39101773060691	64.1416030572035	1.15790450403721e-15	3.97422707192125e-14	TRUE
THEMIS2	ENSG00000130775	THEMIS2	2.04154932495033	8.84387564573254	64.0524842553631	1.21148432997708e-15	4.14475667876401e-14	TRUE
TFE3	ENSG00000068323	TFE3	1.77374597869014	7.1936400709396	64.0039471884355	1.24170182824274e-15	4.23452161939189e-14	TRUE
PIM2	ENSG00000102096	PIM2	2.05177032085684	7.98432194381467	63.945130045602	1.27933163668625e-15	4.34891010042865e-14	TRUE
MYD88	ENSG00000172936	MYD88	1.76312514999727	7.29185239723759	63.884553888183	1.31927976809806e-15	4.47042571100743e-14	TRUE
ABCA1	ENSG00000165029	ABCA1	2.47879126546657	10.1366007064631	63.7871235612149	1.38616650489629e-15	4.68216241653858e-14	TRUE
XPO6	ENSG00000169180	XPO6	1.96343581383974	8.41330584786544	63.7374329706324	1.42157529094158e-15	4.78656996696785e-14	TRUE
PHC2	ENSG00000134686	PHC2	1.94548618468014	8.24705716045018	63.6328027988908	1.49911988077523e-15	5.03174622443167e-14	TRUE
APBB1IP	ENSG00000077420	APBB1IP	1.69657079514913	7.49646767988864	63.6111577459363	1.51568253116771e-15	5.07134029296365e-14	TRUE
MAPKAPK2	ENSG00000162889	MAPKAPK2	1.60935219707762	7.53100293193095	63.3747845424824	1.70891622564102e-15	5.69142672919515e-14	TRUE
SREBF1	ENSG00000072310	SREBF1	1.98715366059463	7.81827422599241	63.3715699746162	1.71170728697598e-15	5.69142672919515e-14	TRUE
ITGA5	ENSG00000161638	ITGA5	1.97282135708355	8.03803561286042	63.3267539332711	1.75109735817746e-15	5.80426040218322e-14	TRUE
MAP1LC3B	ENSG00000140941	MAP1LC3B	2.07864780257055	6.97992022170112	63.222256741328	1.84650145991485e-15	6.10148308493603e-14	TRUE
TCIRG1	ENSG00000110719	TCIRG1	2.21126347619845	8.93450897600121	62.8934434564981	2.18197367284449e-15	7.1876779811348e-14	TRUE
TRIM25	ENSG00000121060	TRIM25	1.69482784999081	7.6177624660185	62.8709433682907	2.20704273030686e-15	7.24781933656329e-14	TRUE
PHF21A	ENSG00000135365	PHF21A	1.70788836620139	7.21928355794676	62.8012448794392	2.28654271747188e-15	7.48578908120023e-14	TRUE
TANK	ENSG00000136560	TANK	1.95845730678401	7.6420791872036	62.7103925623545	2.39448826753087e-15	7.81513962163448e-14	TRUE
IMPDH1	ENSG00000106348	IMPDH1	1.95526667872415	7.69908857805812	62.6799615114093	2.43177287386913e-15	7.91255760794114e-14	TRUE
PLEKHO2	ENSG00000241839	PLEKHO2	2.14379839951775	8.81952896731062	62.6695788793127	2.44462628012324e-15	7.9301291525949e-14	TRUE
CASP4	ENSG00000196954	CASP4	1.8433742630291	7.93225488488845	62.6576218385073	2.45951299420112e-15	7.95416968337384e-14	TRUE
LAMB3	ENSG00000196878	LAMB3	2.73886177819552	7.2680232158725	62.4464263978537	2.73792171535595e-15	8.82772334890524e-14	TRUE
MYO1F	ENSG00000142347	MYO1F	2.11118664630296	9.03961914531391	62.3970364434434	2.80745382875718e-15	9.02456457340675e-14	TRUE
RAC2	ENSG00000128340	RAC2	2.110123183051	8.4929202879377	62.222370612923	3.06783076597759e-15	9.83184317771133e-14	TRUE
NFKBIE	ENSG00000146232	NFKBIE	1.88255220909177	7.27994808075548	62.2139023718992	3.08105128286402e-15	9.84456025515712e-14	TRUE
MAP3K11	ENSG00000173327	MAP3K11	1.8490718393533	7.8108362652023	62.1369859603887	3.20377291473655e-15	1.02060310816757e-13	TRUE
RNF24	ENSG00000101236	RNF24	1.9660004984752	7.07088933390534	62.0087839159621	3.41928674915207e-15	1.08600629883517e-13	TRUE
GBP5	ENSG00000154451	GBP5	2.64281823719816	8.99212097876708	61.961418192667	3.50252968588611e-15	1.1091344005306e-13	TRUE
BOD1L1	ENSG00000038219	BOD1L1	1.97297300776054	8.37896911753432	61.8299885370796	3.74428314671511e-15	1.18217129617355e-13	TRUE
CSTB	ENSG00000160213	CSTB	2.07362906155052	7.45323243086288	61.783111612707	3.83449017437985e-15	1.20707027974561e-13	TRUE
VMP1	ENSG00000062716	VMP1	1.98469943225052	8.93030014112021	61.7708483505065	3.85844553365016e-15	1.21102833268548e-13	TRUE
SIGLEC5	ENSG00000105501	SIGLEC5	2.48149473915274	7.11322268721806	61.723020292976	3.9533134529194e-15	1.2371545629136e-13	TRUE
AP5B1	ENSG00000254470	AP5B1	1.94988884359527	7.51909693103904	61.7170114131888	3.96539603020589e-15	1.23729659124313e-13	TRUE
RESF1	ENSG00000174718	RESF1	2.27333068373992	9.4497794755852	61.6158853936375	4.17437239974996e-15	1.29869363547777e-13	TRUE
TRAF3	ENSG00000131323	TRAF3	1.88729481541303	7.58522396969465	61.4703261979711	4.49466243073388e-15	1.39426263157459e-13	TRUE
HTRA1	ENSG00000166033	HTRA1	-2.73860328314686	6.28893445938413	61.4034792829507	4.64988102465137e-15	1.43821901460147e-13	TRUE
TLE3	ENSG00000140332	TLE3	1.98572224349605	8.17519544655057	61.3870499737809	4.68884388847723e-15	1.44606663691008e-13	TRUE
SLA	ENSG00000155926	SLA	2.13557358102398	9.1127585624907	61.3554287600727	4.76475677866852e-15	1.46523156430731e-13	TRUE
HIVEP1	ENSG00000095951	HIVEP1	1.8661494832178	7.58284980224557	61.0719043280689	5.50278560714896e-15	1.6873094772353e-13	TRUE
STK10	ENSG00000072786	STK10	2.18534682653102	8.85435494170101	61.0586171887911	5.54004985665177e-15	1.69385432398778e-13	TRUE
ADORA2A	ENSG00000128271	ADORA2A	2.80488826934659	7.4102511733222	60.8536460679741	6.14795340116563e-15	1.87433307130092e-13	TRUE
FGD3	ENSG00000127084	FGD3	1.92095196355577	8.10150394332276	60.8032280774371	6.3074409834757e-15	1.91746205897661e-13	TRUE
FLCN	ENSG00000154803	FLCN	1.98164926574487	7.51611858528483	60.7525917151764	6.47178588265074e-15	1.96181771485481e-13	TRUE
CREB5	ENSG00000146592	CREB5	1.76569619043476	6.94899710725319	60.7206910571777	6.577515090418e-15	1.98820342505817e-13	TRUE
H3-3A	ENSG00000163041	H3-3A	1.91609267033601	8.32104570270421	60.5688240580459	7.10503993891086e-15	2.14157577762072e-13	TRUE
ELF1	ENSG00000120690	ELF1	1.59905845699115	7.67946746803215	60.2453401740541	8.37408461661105e-15	2.51695650623564e-13	TRUE
IFNGR2	ENSG00000159128	IFNGR2	2.05643245585027	8.56928359542988	60.2215739168177	8.47580912417572e-15	2.54035518538675e-13	TRUE
SLAMF7	ENSG00000026751	SLAMF7	1.93925757647104	7.58264366840516	60.1680902709505	8.70927485355349e-15	2.6029967539834e-13	TRUE
SNORA73A	ENSG00000274266	SNORA73A	1.86652394037937	7.67011606519616	60.1204433579747	8.92267599540931e-15	2.65930735549454e-13	TRUE
